ID,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
9036,Pacific Ocean,2.220469,pieces/m3,High,36.9565,-150.65,2015-08-07,0.0
9037,Pacific Ocean,2.080938,pieces/m3,High,36.3994,-150.3816,2015-08-07,0.0
9038,Pacific Ocean,2.466297,pieces/m3,High,36.9757,-150.5734,2015-08-07,0.0
9039,Pacific Ocean,3.118782,pieces/m3,High,36.8332,-153.357,2015-08-07,0.0
9040,Pacific Ocean,3.570596,pieces/m3,High,34.8996,-153.5682,2015-08-07,0.0
9041,Pacific Ocean,2.58064,pieces/m3,High,34.9259,-153.4933,2015-08-07,0.0
9042,Pacific Ocean,2.290006,pieces/m3,High,34.9383,-153.4273,2015-08-07,0.0
9043,Pacific Ocean,0.292719,pieces/m3,Medium,34.3616,-151.1768,2015-08-07,0.0
9044,Pacific Ocean,2.210127,pieces/m3,High,33.1849,-153.6428,2015-08-07,0.0
9045,Pacific Ocean,1.626228,pieces/m3,High,33.2005,-153.7201,2015-08-07,0.0
9046,Pacific Ocean,1.833202,pieces/m3,High,33.2249,-153.8023,2015-08-07,0.0
9047,Pacific Ocean,6.203604,pieces/m3,High,36.2533,-156.187,2015-08-07,0.0
9048,Pacific Ocean,6.58212,pieces/m3,High,36.2552,-156.2503,2015-08-07,0.0
9049,Pacific Ocean,4.227363,pieces/m3,High,31.0013,-139.0185,2015-08-07,0.0
9050,Pacific Ocean,5.997055,pieces/m3,High,30.994,-139.5495,2015-08-07,0.0
9051,Pacific Ocean,6.352912,pieces/m3,High,30.994,-139.5495,2015-08-07,0.0
9052,Pacific Ocean,3.077937,pieces/m3,High,31.003,-139.017,2015-08-07,0.0
9053,Pacific Ocean,5.563262,pieces/m3,High,31.0002,-140.6145,2015-08-07,0.0
9054,Pacific Ocean,3.940242,pieces/m3,High,31.0054,-140.074,2015-08-07,0.0
9055,Pacific Ocean,6.471148,pieces/m3,High,31.0013,-140.612,2015-08-07,0.0
9056,Pacific Ocean,3.591232,pieces/m3,High,31.0077,-140.0705,2015-08-07,0.0
9057,Pacific Ocean,9.76311,pieces/m3,High,30.9897,-142.871,2015-08-08,0.0
9058,Pacific Ocean,10.74915,pieces/m3,Very High,30.9899,-142.8715,2015-08-08,0.0
9059,Pacific Ocean,5.076931,pieces/m3,High,30.9974,-141.8015,2015-08-08,0.0
9060,Pacific Ocean,4.295994,pieces/m3,High,30.9905,-141.8,2015-08-08,0.0
9061,Pacific Ocean,3.394001,pieces/m3,High,30.9988,-142.365,2015-08-08,0.0
9062,Pacific Ocean,5.148795,pieces/m3,High,30.9987,-142.3675,2015-08-08,0.0
9063,Pacific Ocean,0.326856,pieces/m3,Medium,34.5663,-147.3776,2015-08-08,0.0
9064,Pacific Ocean,1.271783,pieces/m3,High,36.0488,-150.2305,2015-08-08,0.0
9065,Pacific Ocean,2.32306,pieces/m3,High,36.3904,-150.2969,2015-08-08,0.0
9066,Pacific Ocean,1.686723,pieces/m3,High,36.0062,-150.3978,2015-08-08,0.0
9067,Pacific Ocean,1.707602,pieces/m3,High,36.0311,-150.3133,2015-08-08,0.0
9068,Pacific Ocean,3.530292,pieces/m3,High,36.8441,-153.1906,2015-08-08,0.0
9069,Pacific Ocean,2.736727,pieces/m3,High,36.8386,-153.2886,2015-08-08,0.0
9070,Pacific Ocean,2.738058,pieces/m3,High,34.99,-152.9525,2015-08-08,0.0
9071,Pacific Ocean,1.993602,pieces/m3,High,35.0001,-152.8868,2015-08-08,0.0
9072,Pacific Ocean,1.309742,pieces/m3,High,35.0319,-152.8238,2015-08-08,0.0
9073,Pacific Ocean,0.558239,pieces/m3,Medium,34.3742,-150.3038,2015-08-08,0.0
9074,Pacific Ocean,0.665633,pieces/m3,Medium,34.3603,-150.4256,2015-08-08,0.0
9075,Pacific Ocean,1.407189,pieces/m3,High,33.1104,-153.1096,2015-08-08,0.0
9076,Pacific Ocean,0.887341,pieces/m3,Medium,32.5138,-151.2251,2015-08-08,0.0
9077,Pacific Ocean,0.987654,pieces/m3,Medium,32.5142,-151.2808,2015-08-08,0.0
9078,Pacific Ocean,1.167266,pieces/m3,High,32.5217,-151.3149,2015-08-08,0.0
9079,Pacific Ocean,0.544286,pieces/m3,Medium,33.0558,-152.9594,2015-08-08,0.0
9080,Pacific Ocean,1.02716,pieces/m3,High,33.0882,-153.0456,2015-08-08,0.0
9081,Pacific Ocean,3.210041,pieces/m3,High,38.426,-141.465,2015-08-08,0.0
9082,Pacific Ocean,1.250812,pieces/m3,High,39.7888,-139.7357,2015-08-08,0.0
9083,Pacific Ocean,8.261449,pieces/m3,High,30.9853,-141.239,2015-08-08,0.0
9084,Pacific Ocean,6.950086,pieces/m3,High,30.9831,-141.2415,2015-08-08,0.0
9085,Pacific Ocean,5.982011,pieces/m3,High,31.0033,-143.2895,2015-08-09,0.0
9086,Pacific Ocean,5.291144,pieces/m3,High,31.003,-143.2895,2015-08-09,0.0
9087,Pacific Ocean,3.387223,pieces/m3,High,32.0234,-143.639,2015-08-09,0.0
9088,Pacific Ocean,3.903438,pieces/m3,High,32.0186,-143.64,2015-08-09,0.0
9089,Pacific Ocean,5.996947,pieces/m3,High,31.0004,-143.8325,2015-08-09,0.0
9090,Pacific Ocean,7.0435,pieces/m3,High,31.0017,-143.8345,2015-08-09,0.0
9091,Pacific Ocean,6.950391,pieces/m3,High,36.8225,-142.1391,2015-08-09,0.0
9092,Pacific Ocean,2.210857,pieces/m3,High,36.8445,-146.5259,2015-08-09,0.0
9093,Pacific Ocean,3.084044,pieces/m3,High,36.7966,-146.6179,2015-08-09,0.0
9094,Pacific Ocean,4.339353,pieces/m3,High,36.8704,-146.4531,2015-08-09,0.0
9095,Pacific Ocean,13.021962,pieces/m3,Very High,36.3978,-148.7933,2015-08-09,0.0
9096,Pacific Ocean,3.531028,pieces/m3,High,36.4111,-148.8194,2015-08-09,0.0
9097,Pacific Ocean,17.37797,pieces/m3,Very High,36.4245,-148.8456,2015-08-09,0.0
9098,Pacific Ocean,2.791323,pieces/m3,High,36.4749,-148.94,2015-08-09,0.0
9099,Pacific Ocean,4.773962,pieces/m3,High,36.4177,-148.8748,2015-08-09,0.0
9100,Pacific Ocean,0.317912,pieces/m3,Medium,34.5692,-147.2466,2015-08-09,0.0
9101,Pacific Ocean,1.674705,pieces/m3,High,32.4096,-148.9238,2015-08-09,0.0
9102,Pacific Ocean,1.295791,pieces/m3,High,32.4231,-148.9997,2015-08-09,0.0
9103,Pacific Ocean,1.740337,pieces/m3,High,32.4304,-149.0767,2015-08-09,0.0
9104,Pacific Ocean,3.504488,pieces/m3,High,32.6277,-150.518,2015-08-09,0.0
9105,Pacific Ocean,5.260345,pieces/m3,High,32.6442,-150.4507,2015-08-09,0.0
9106,Pacific Ocean,4.421236,pieces/m3,High,32.6677,-150.3712,2015-08-09,0.0
9107,Pacific Ocean,2.834407,pieces/m3,High,39.8454,-139.6602,2015-08-09,0.0
9108,Pacific Ocean,2.587281,pieces/m3,High,39.9051,-139.5802,2015-08-09,0.0
9109,Pacific Ocean,8.968392,pieces/m3,High,31.9977,-142.0465,2015-08-10,0.0
9110,Pacific Ocean,4.535362,pieces/m3,High,31.9984,-142.044,2015-08-10,0.0
9111,Pacific Ocean,2.068737,pieces/m3,High,32.0002,-142.5845,2015-08-10,0.0
9112,Pacific Ocean,3.964016,pieces/m3,High,32.0006,-142.5855,2015-08-10,0.0
9113,Pacific Ocean,4.934588,pieces/m3,High,32.0031,-143.1145,2015-08-10,0.0
9114,Pacific Ocean,2.191318,pieces/m3,High,32.0039,-143.1125,2015-08-10,0.0
9115,Pacific Ocean,0.170545,pieces/m3,Medium,31.6107,-146.8262,2015-08-10,0.0
9116,Pacific Ocean,0.377715,pieces/m3,Medium,31.6571,-146.9711,2015-08-10,0.0
9117,Pacific Ocean,0.221785,pieces/m3,Medium,31.6386,-146.8989,2015-08-10,0.0
9118,Pacific Ocean,0.382203,pieces/m3,Medium,32.109,-148.1095,2015-08-10,0.0
9119,Pacific Ocean,0.322387,pieces/m3,Medium,32.1176,-148.1987,2015-08-10,0.0
9120,Pacific Ocean,0.662175,pieces/m3,Medium,32.1257,-148.2509,2015-08-10,0.0
9121,Pacific Ocean,0.285813,pieces/m3,Medium,31.75,-153.1416,2015-08-10,0.0
9122,Pacific Ocean,1.18797,pieces/m3,High,37.6258,-147.1943,2015-08-10,0.0
9123,Pacific Ocean,1.996085,pieces/m3,High,37.6277,-147.2708,2015-08-10,0.0
9124,Pacific Ocean,0.775949,pieces/m3,Medium,33.7112,-143.807,2015-08-10,0.0
9125,Pacific Ocean,1.597692,pieces/m3,High,36.568,-148.4156,2015-08-10,0.0
9126,Pacific Ocean,1.96634,pieces/m3,High,36.5104,-148.4062,2015-08-10,0.0
9127,Pacific Ocean,0.268115,pieces/m3,Medium,33.8227,-141.1099,2015-08-10,0.0
9128,Pacific Ocean,9.260515,pieces/m3,High,32.0092,-141.5065,2015-08-10,0.0
9129,Pacific Ocean,7.860124,pieces/m3,High,32.0121,-141.5035,2015-08-10,0.0
9130,Pacific Ocean,1.674043,pieces/m3,High,30.4886,-144.7408,2015-08-11,0.0
9131,Pacific Ocean,1.377096,pieces/m3,High,30.5126,-144.822,2015-08-11,0.0
9132,Pacific Ocean,1.336759,pieces/m3,High,30.5344,-144.9059,2015-08-11,0.0
9133,Pacific Ocean,1.064675,pieces/m3,High,31.2437,-146.2043,2015-08-11,0.0
9134,Pacific Ocean,0.707951,pieces/m3,Medium,31.2493,-146.2811,2015-08-11,0.0
9135,Pacific Ocean,0.424833,pieces/m3,Medium,32.0667,-152.4829,2015-08-11,0.0
9136,Pacific Ocean,1.00869,pieces/m3,High,37.6226,-147.114,2015-08-11,0.0
9137,Pacific Ocean,1.234553,pieces/m3,High,35.375,-148.85,2015-08-11,0.0
9138,Pacific Ocean,0.953208,pieces/m3,Medium,33.525,-151.1166,2015-08-11,0.0
9139,Pacific Ocean,1.527513,pieces/m3,High,33.5667,-151.05,2015-08-11,0.0
9140,Pacific Ocean,0.703392,pieces/m3,Medium,34.2024,-137.376,2015-08-11,0.0
9141,Pacific Ocean,20.043001,pieces/m3,Very High,32.003,-139.315,2015-08-11,0.0
9142,Pacific Ocean,17.674272,pieces/m3,Very High,32.0034,-139.321,2015-08-11,0.0
9143,Pacific Ocean,12.211145,pieces/m3,Very High,31.9869,-139.772,2015-08-11,0.0
9144,Pacific Ocean,9.431598,pieces/m3,High,31.9899,-139.84,2015-08-11,0.0
9145,Pacific Ocean,5.058694,pieces/m3,High,31.9924,-139.8385,2015-08-11,0.0
9146,Pacific Ocean,13.653956,pieces/m3,Very High,31.9829,-139.775,2015-08-11,0.0
9147,Pacific Ocean,8.765483,pieces/m3,High,32.0004,-140.351,2015-08-11,0.0
9148,Pacific Ocean,4.092073,pieces/m3,High,32.0034,-140.348,2015-08-11,0.0
9149,Pacific Ocean,3.658557,pieces/m3,High,30.1513,-144.0028,2015-08-12,0.0
9150,Pacific Ocean,3.881957,pieces/m3,High,30.1523,-144.0349,2015-08-12,0.0
9151,Pacific Ocean,3.894233,pieces/m3,High,30.1826,-144.0606,2015-08-12,0.0
9152,Pacific Ocean,2.280913,pieces/m3,High,37.4848,-143.3958,2015-08-12,0.0
9153,Pacific Ocean,2.952631,pieces/m3,High,37.493,-143.5639,2015-08-12,0.0
9154,Pacific Ocean,2.363342,pieces/m3,High,37.4915,-143.476,2015-08-12,0.0
9155,Pacific Ocean,1.159275,pieces/m3,High,34.4312,-151.2537,2015-08-12,0.0
9156,Pacific Ocean,0.528724,pieces/m3,Medium,34.0202,-154.4145,2015-08-12,0.0
9157,Pacific Ocean,0.646543,pieces/m3,Medium,34.148,-154.3767,2015-08-12,0.0
9158,Pacific Ocean,1.051438,pieces/m3,High,34.2043,-154.3672,2015-08-12,0.0
9159,Pacific Ocean,5.533149,pieces/m3,High,37.6084,-140.8296,2015-08-12,0.0
9160,Pacific Ocean,5.809413,pieces/m3,High,37.5533,-140.9014,2015-08-12,0.0
9161,Pacific Ocean,4.099853,pieces/m3,High,31.9907,-137.768,2015-08-12,0.0
9162,Pacific Ocean,5.898689,pieces/m3,High,31.9894,-137.771,2015-08-12,0.0
9163,Pacific Ocean,9.860272,pieces/m3,High,31.9942,-137.239,2015-08-12,0.0
9164,Pacific Ocean,6.548017,pieces/m3,High,31.9954,-137.231,2015-08-12,0.0
9165,Pacific Ocean,5.330399,pieces/m3,High,32.0022,-138.28,2015-08-12,0.0
9166,Pacific Ocean,8.972393,pieces/m3,High,32.0033,-138.795,2015-08-12,0.0
9167,Pacific Ocean,6.000392,pieces/m3,High,32.0057,-138.792,2015-08-12,0.0
9168,Pacific Ocean,9.018254,pieces/m3,High,32.0007,-138.2815,2015-08-12,0.0
9169,Pacific Ocean,1.602424,pieces/m3,High,36.2916,-145.7333,2015-08-13,0.0
9170,Pacific Ocean,2.081533,pieces/m3,High,36.2916,-145.8333,2015-08-13,0.0
9171,Pacific Ocean,0.513742,pieces/m3,Medium,36.292,-150.0412,2015-08-13,0.0
9172,Pacific Ocean,1.148941,pieces/m3,High,36.2737,-149.92,2015-08-13,0.0
9173,Pacific Ocean,1.550254,pieces/m3,High,36.3728,-153.6528,2015-08-13,0.0
9174,Pacific Ocean,1.17109,pieces/m3,High,36.4222,-153.6226,2015-08-13,0.0
9175,Pacific Ocean,0.563965,pieces/m3,Medium,36.1799,-153.7338,2015-08-13,0.0
9176,Pacific Ocean,1.0534,pieces/m3,High,36.2547,-153.7147,2015-08-13,0.0
9177,Pacific Ocean,1.100274,pieces/m3,High,36.3207,-153.6895,2015-08-13,0.0
9178,Pacific Ocean,1.387017,pieces/m3,High,34.2452,-154.3473,2015-08-13,0.0
9179,Pacific Ocean,4.302687,pieces/m3,High,38.337,-137.6313,2015-08-13,0.0
9180,Pacific Ocean,4.527676,pieces/m3,High,38.318,-137.71,2015-08-13,0.0
9181,Pacific Ocean,6.874532,pieces/m3,High,37.6138,-140.7833,2015-08-13,0.0
9182,Pacific Ocean,6.724144,pieces/m3,High,31.9995,-136.178,2015-08-13,0.0
9183,Pacific Ocean,12.438422,pieces/m3,Very High,32.0158,-136.7001,2015-08-13,0.0
9184,Pacific Ocean,5.37808,pieces/m3,High,32.0158,-136.7001,2015-08-13,0.0
9185,Pacific Ocean,4.286916,pieces/m3,High,32.0011,-136.175,2015-08-13,0.0
9186,Pacific Ocean,4.532856,pieces/m3,High,31.9943,-135.652,2015-08-13,0.0
9187,Pacific Ocean,7.197871,pieces/m3,High,31.9986,-135.1255,2015-08-13,0.0
9188,Pacific Ocean,10.884687,pieces/m3,Very High,31.993,-135.653,2015-08-13,0.0
9189,Pacific Ocean,4.783011,pieces/m3,High,32.0005,-135.12,2015-08-13,0.0
9190,Pacific Ocean,0.117227,pieces/m3,Medium,41.1221,-150.226,2015-08-14,0.0
9191,Pacific Ocean,0.186791,pieces/m3,Medium,41.1557,-150.1432,2015-08-14,0.0
9192,Pacific Ocean,0.460891,pieces/m3,Medium,41.169,-150.0632,2015-08-14,0.0
9193,Pacific Ocean,0.92334,pieces/m3,Medium,38.3362,-152.5177,2015-08-14,0.0
9194,Pacific Ocean,0.743711,pieces/m3,Medium,39.9457,-151.4542,2015-08-14,0.0
9195,Pacific Ocean,1.048821,pieces/m3,High,38.3837,-152.4547,2015-08-14,0.0
9196,Pacific Ocean,1.315256,pieces/m3,High,38.4293,-152.3954,2015-08-14,0.0
9197,Pacific Ocean,0.377236,pieces/m3,Medium,40.0162,-151.6389,2015-08-14,0.0
9198,Pacific Ocean,0.764954,pieces/m3,Medium,38.2895,-152.5767,2015-08-14,0.0
9199,Pacific Ocean,0.750804,pieces/m3,Medium,36.4875,-153.6073,2015-08-14,0.0
9200,Pacific Ocean,0.66966,pieces/m3,Medium,34.4929,-133.718,2015-08-14,0.0
9201,Pacific Ocean,6.006095,pieces/m3,High,38.3638,-137.5601,2015-08-14,0.0
9202,Pacific Ocean,7.732587,pieces/m3,High,32.005,-134.608,2015-08-14,0.0
9203,Pacific Ocean,3.614841,pieces/m3,High,32.0059,-134.6065,2015-08-14,0.0
9204,Pacific Ocean,3.765498,pieces/m3,High,33.001,-134.1295,2015-08-14,0.0
9205,Pacific Ocean,1.931257,pieces/m3,High,33.0016,-134.126,2015-08-14,0.0
9206,Pacific Ocean,5.728249,pieces/m3,High,33.0041,-134.7215,2015-08-14,0.0
9207,Pacific Ocean,4.108552,pieces/m3,High,33.0043,-134.721,2015-08-14,0.0
9208,Pacific Ocean,0.302308,pieces/m3,Medium,40.9423,-147.2525,2015-08-15,0.0
9209,Pacific Ocean,0.466438,pieces/m3,Medium,40.9811,-147.3294,2015-08-15,0.0
9210,Pacific Ocean,0.3235,pieces/m3,Medium,41.0162,-147.4261,2015-08-15,0.0
9211,Pacific Ocean,0.08863,pieces/m3,Medium,41.038,-147.5319,2015-08-15,0.0
9212,Pacific Ocean,0.124404,pieces/m3,Medium,41.0667,-149.7231,2015-08-15,0.0
9213,Pacific Ocean,0.092614,pieces/m3,Medium,41.0425,-149.6207,2015-08-15,0.0
9214,Pacific Ocean,0.284195,pieces/m3,Medium,39.9856,-151.5572,2015-08-15,0.0
9215,Pacific Ocean,0.863263,pieces/m3,Medium,38.474,-152.3359,2015-08-15,0.0
9216,Pacific Ocean,0.182829,pieces/m3,Medium,40.486,-151.2549,2015-08-15,0.0
9217,Pacific Ocean,3.616785,pieces/m3,High,34.1333,-137.1,2015-08-15,0.0
9218,Pacific Ocean,1.232119,pieces/m3,High,38.5759,-134.1496,2015-08-15,0.0
9219,Pacific Ocean,1.027045,pieces/m3,High,38.6421,-133.9901,2015-08-15,0.0
9220,Pacific Ocean,1.450724,pieces/m3,High,38.6405,-134.055,2015-08-15,0.0
9221,Pacific Ocean,5.964499,pieces/m3,High,33.0024,-136.8805,2015-08-15,0.0
9222,Pacific Ocean,3.461667,pieces/m3,High,33.0038,-136.879,2015-08-15,0.0
9223,Pacific Ocean,2.307641,pieces/m3,High,33.0003,-135.284,2015-08-15,0.0
9224,Pacific Ocean,2.968761,pieces/m3,High,32.9986,-135.2855,2015-08-15,0.0
9225,Pacific Ocean,0.402879,pieces/m3,Medium,40.8805,-146.8776,2015-08-16,0.0
9226,Pacific Ocean,1.161321,pieces/m3,High,40.8897,-146.8088,2015-08-16,0.0
9227,Pacific Ocean,1.698375,pieces/m3,High,32.9911,-138.0,2015-08-16,0.0
9228,Pacific Ocean,1.166769,pieces/m3,High,32.9923,-137.9975,2015-08-16,0.0
9229,Pacific Ocean,1.393483,pieces/m3,High,32.9971,-139.5635,2015-08-16,0.0
9230,Pacific Ocean,0.855302,pieces/m3,Medium,32.9987,-139.5615,2015-08-16,0.0
9231,Pacific Ocean,2.645503,pieces/m3,High,33.7833,-138.32,2015-08-17,0.0
9232,Pacific Ocean,11.354408,pieces/m3,Very High,33.8243,-138.277,2015-08-17,0.0
9233,Pacific Ocean,19.993098,pieces/m3,Very High,33.8259,-138.275,2015-08-17,0.0
9234,Pacific Ocean,3.615134,pieces/m3,High,33.782,-138.3215,2015-08-17,0.0
9235,Pacific Ocean,1.000613,pieces/m3,High,29.6302,-134.1413,2015-08-17,0.0
9236,Pacific Ocean,3.861539,pieces/m3,High,31.6748,-142.8823,2015-08-18,0.0
9237,Pacific Ocean,1.65324,pieces/m3,High,29.6356,-135.8724,2015-08-18,0.0
9238,Pacific Ocean,1.559172,pieces/m3,High,29.6857,-135.9594,2015-08-18,0.0
9239,Pacific Ocean,2.097955,pieces/m3,High,29.6613,-135.9126,2015-08-18,0.0
9240,Pacific Ocean,1.708537,pieces/m3,High,31.2133,-142.1377,2015-08-19,0.0
9241,Pacific Ocean,5.915841,pieces/m3,High,29.8842,-137.6358,2015-08-19,0.0
9242,Pacific Ocean,3.551559,pieces/m3,High,29.8771,-137.6065,2015-08-19,0.0
9243,Pacific Ocean,1.695865,pieces/m3,High,29.8682,-137.5749,2015-08-19,0.0
9244,Pacific Ocean,4.795062,pieces/m3,High,30.5515,-140.5807,2015-08-19,0.0
9245,Pacific Ocean,0.052272,pieces/m3,Medium,25.1671,-156.2697,2015-08-20,0.0
9246,Pacific Ocean,0.063081,pieces/m3,Medium,25.2567,-156.2147,2015-08-20,0.0
9247,Pacific Ocean,0.066203,pieces/m3,Medium,25.3371,-156.1647,2015-08-20,0.0
9248,Pacific Ocean,2.182661,pieces/m3,High,30.4263,-137.804,2015-08-20,0.0
9249,Pacific Ocean,5.194461,pieces/m3,High,30.0181,-139.1524,2015-08-20,0.0
9250,Pacific Ocean,4.833991,pieces/m3,High,30.0239,-139.1154,2015-08-20,0.0
9251,Pacific Ocean,5.938225,pieces/m3,High,30.0267,-139.0718,2015-08-20,0.0
9252,Pacific Ocean,3.951364,pieces/m3,High,30.5864,-139.65,2015-08-20,0.0
9253,Pacific Ocean,1.655169,pieces/m3,High,28.9045,-140.1662,2015-08-21,0.0
9254,Pacific Ocean,2.213893,pieces/m3,High,28.9324,-140.1182,2015-08-21,0.0
9255,Pacific Ocean,1.549515,pieces/m3,High,28.9662,-140.0759,2015-08-21,0.0
9256,Pacific Ocean,2.387089,pieces/m3,High,30.1306,-133.8532,2015-08-21,0.0
9257,Pacific Ocean,3.964444,pieces/m3,High,30.1455,-133.7963,2015-08-21,0.0
9258,Pacific Ocean,4.812514,pieces/m3,High,30.1407,-133.7476,2015-08-22,0.0
9259,Pacific Ocean,6.958142,pieces/m3,High,28.1733,-141.4267,2015-08-22,0.0
9260,Pacific Ocean,3.3992,pieces/m3,High,28.1587,-141.4475,2015-08-22,0.0
9261,Pacific Ocean,2.047425,pieces/m3,High,28.1809,-141.374,2015-08-22,0.0
9262,Pacific Ocean,0.546338,pieces/m3,Medium,27.6269,-142.9212,2015-08-23,0.0
9263,Pacific Ocean,2.094789,pieces/m3,High,27.6211,-142.9629,2015-08-23,0.0
9264,Pacific Ocean,0.318286,pieces/m3,Medium,27.6084,-152.2666,2015-08-23,0.0
9265,Pacific Ocean,0.941444,pieces/m3,Medium,39.9738,-130.3088,2015-08-23,0.0
9266,Pacific Ocean,0.640253,pieces/m3,Medium,39.987,-130.389,2015-08-23,0.0
9267,Pacific Ocean,0.254751,pieces/m3,Medium,28.2451,-150.4496,2015-08-24,0.0
9268,Pacific Ocean,0.472955,pieces/m3,Medium,28.2873,-150.4195,2015-08-24,0.0
9269,Pacific Ocean,0.530791,pieces/m3,Medium,28.3132,-150.385,2015-08-24,0.0
9270,Pacific Ocean,0.288095,pieces/m3,Medium,27.8504,-151.7979,2015-08-24,0.0
9271,Pacific Ocean,4.624389,pieces/m3,High,27.4173,-145.571,2015-08-25,0.0
9272,Pacific Ocean,2.595526,pieces/m3,High,27.4379,-145.5101,2015-08-25,0.0
9273,Pacific Ocean,2.373976,pieces/m3,High,27.4258,-145.542,2015-08-25,0.0
9274,Pacific Ocean,0.81151,pieces/m3,Medium,28.3183,-148.876,2015-08-25,0.0
9275,Pacific Ocean,1.175749,pieces/m3,High,28.3786,-149.9736,2015-08-25,0.0
9276,Pacific Ocean,1.21843,pieces/m3,High,28.373,-150.0215,2015-08-25,0.0
9277,Pacific Ocean,0.954332,pieces/m3,Medium,28.3908,-149.9288,2015-08-25,0.0
9278,Pacific Ocean,1.558805,pieces/m3,High,28.2497,-148.9291,2015-08-25,0.0
9279,Pacific Ocean,3.960667,pieces/m3,High,28.2745,-148.8963,2015-08-25,0.0
9280,Pacific Ocean,0.341454,pieces/m3,Medium,26.7181,-150.5769,2015-08-26,0.0
9281,Pacific Ocean,0.517986,pieces/m3,Medium,28.0872,-149.1777,2015-08-26,0.0
9282,Pacific Ocean,0.0,pieces/m3,Very Low,49.4856,-124.3535,2015-08-26,0.45
9283,Pacific Ocean,1.566289,pieces/m3,High,26.2553,-151.301,2015-08-27,0.0
9284,Pacific Ocean,0.0,pieces/m3,Very Low,49.4856,-124.3535,2015-08-27,0.45
9285,Pacific Ocean,0.003,pieces/m3,Low,49.4856,-124.3535,2015-08-27,0.45
9286,Pacific Ocean,0.021,pieces/m3,Medium,57.9106,-133.5051,2015-08-31,0.45
9287,Pacific Ocean,0.004,pieces/m3,Low,49.4856,-124.3535,2015-08-31,0.45
9288,Pacific Ocean,0.01,pieces/m3,Medium,49.4856,-124.3535,2015-09-01,0.45
9289,Pacific Ocean,0.218331,pieces/m3,Medium,39.1433,-130.1035,2015-09-03,0.0
9290,Pacific Ocean,0.160215,pieces/m3,Medium,39.1799,-130.095,2015-09-03,0.0
9291,Pacific Ocean,0.246531,pieces/m3,Medium,39.5112,-130.0977,2015-09-03,0.0
9292,Pacific Ocean,0.271092,pieces/m3,Medium,40.2589,-130.0129,2015-09-03,0.0
9293,Pacific Ocean,0.239722,pieces/m3,Medium,40.3028,-130.0122,2015-09-03,0.0
9294,Pacific Ocean,0.699219,pieces/m3,Medium,38.4594,-130.4462,2015-09-04,0.0
9295,Pacific Ocean,0.375259,pieces/m3,Medium,38.4919,-130.4317,2015-09-04,0.0
9296,Pacific Ocean,0.179689,pieces/m3,Medium,38.5234,-130.4627,2015-09-04,0.0
9297,Pacific Ocean,0.340995,pieces/m3,Medium,39.1098,-130.1168,2015-09-04,0.0
9298,Pacific Ocean,0.063881,pieces/m3,Medium,38.2776,-130.4749,2015-09-04,0.0
9299,Pacific Ocean,0.176326,pieces/m3,Medium,38.3216,-130.5008,2015-09-04,0.0
9300,Pacific Ocean,3.081825,pieces/m3,High,37.291,-131.5847,2015-09-05,0.0
9301,Pacific Ocean,2.238093,pieces/m3,High,37.3324,-131.5925,2015-09-05,0.0
9302,Pacific Ocean,0.844273,pieces/m3,Medium,37.4751,-131.4895,2015-09-05,0.0
9303,Pacific Ocean,0.900901,pieces/m3,Medium,37.526,-131.4816,2015-09-05,0.0
9304,Pacific Ocean,0.808203,pieces/m3,Medium,37.5665,-131.4851,2015-09-05,0.0
9305,Pacific Ocean,0.128928,pieces/m3,Medium,38.2432,-130.4863,2015-09-05,0.0
9306,Pacific Ocean,5.524371,pieces/m3,High,37.2542,-131.6262,2015-09-06,0.0
9307,Pacific Ocean,1.511378,pieces/m3,High,36.8449,-132.9469,2015-09-06,0.0
9308,Pacific Ocean,2.413135,pieces/m3,High,36.7486,-133.1945,2015-09-06,0.0
9309,Pacific Ocean,1.578621,pieces/m3,High,36.7951,-133.1918,2015-09-06,0.0
9310,Pacific Ocean,1.176606,pieces/m3,High,36.852,-132.8787,2015-09-06,0.0
9311,Pacific Ocean,1.106487,pieces/m3,High,36.8589,-132.8048,2015-09-06,0.0
9312,Pacific Ocean,0.418786,pieces/m3,Medium,35.2666,-132.9632,2015-09-07,0.0
9313,Pacific Ocean,0.650244,pieces/m3,Medium,35.3708,-132.9414,2015-09-07,0.0
9314,Pacific Ocean,0.514966,pieces/m3,Medium,35.4712,-132.9274,2015-09-07,0.0
9315,Pacific Ocean,0.551901,pieces/m3,Medium,35.4226,-132.9495,2015-09-07,0.0
9316,Pacific Ocean,0.678457,pieces/m3,Medium,35.319,-132.9537,2015-09-07,0.0
9317,Pacific Ocean,0.894086,pieces/m3,Medium,35.5322,-132.9049,2015-09-07,0.0
9318,Pacific Ocean,1.574961,pieces/m3,High,35.5947,-132.8786,2015-09-07,0.0
9319,Pacific Ocean,3.215274,pieces/m3,High,36.6861,-133.2069,2015-09-07,0.0
9320,Pacific Ocean,0.605422,pieces/m3,Medium,33.7724,-132.7587,2015-09-08,0.0
9321,Pacific Ocean,0.589552,pieces/m3,Medium,33.7154,-132.7717,2015-09-08,0.0
9322,Pacific Ocean,0.705246,pieces/m3,Medium,33.6709,-132.8623,2015-09-08,0.0
9323,Pacific Ocean,0.462912,pieces/m3,Medium,33.6587,-132.9172,2015-09-08,0.0
