ID,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
3532,Atlantic Ocean,0.0,pieces/m3,Very Low,18.7328,-35.6793,2014-12-03,0.45
3533,Atlantic Ocean,0.005,pieces/m3,Medium,17.3463,-36.238,2014-12-03,0.45
3534,Atlantic Ocean,0.02,pieces/m3,Medium,17.5983,-36.6333,2014-12-03,0.45
3535,Atlantic Ocean,0.049,pieces/m3,Medium,20.6485,-40.3213,2014-12-03,0.45
3536,Atlantic Ocean,0.015,pieces/m3,Medium,20.0008,-45.5125,2014-12-03,0.45
3537,Atlantic Ocean,0.003,pieces/m3,Low,17.3251,-42.494,2014-12-03,0.45
3538,Atlantic Ocean,0.003,pieces/m3,Low,18.3575,-45.7934,2014-12-03,0.45
3539,Atlantic Ocean,0.006,pieces/m3,Medium,18.7792,-47.456,2014-12-03,0.45
3540,Atlantic Ocean,0.008,pieces/m3,Medium,18.6167,-47.8667,2014-12-03,0.45
3541,Atlantic Ocean,0.016,pieces/m3,Medium,17.8752,-45.875,2014-12-03,0.45
3542,Atlantic Ocean,0.047,pieces/m3,Medium,17.9509,-43.9233,2014-12-03,0.45
3543,Atlantic Ocean,0.011,pieces/m3,Medium,17.279,-44.1078,2014-12-03,0.45
3544,Atlantic Ocean,0.0,pieces/m3,Very Low,17.5873,-46.475,2014-12-03,0.45
3545,Atlantic Ocean,0.011,pieces/m3,Medium,17.4042,-48.8252,2014-12-03,0.45
3546,Atlantic Ocean,0.045,pieces/m3,Medium,17.4617,-48.4617,2014-12-03,0.45
3547,Atlantic Ocean,0.01,pieces/m3,Medium,13.56,-59.02,2014-12-03,0.45
3548,Atlantic Ocean,0.003,pieces/m3,Low,14.2287,-59.4445,2014-12-03,0.45
3549,Atlantic Ocean,0.019,pieces/m3,Medium,14.4436,-58.4658,2014-12-03,0.45
3550,Atlantic Ocean,0.0,pieces/m3,Very Low,14.1,-58.1,2014-12-03,0.45
3551,Atlantic Ocean,0.0,pieces/m3,Very Low,16.5811,-41.0054,2014-12-03,0.45
3552,Atlantic Ocean,0.003,pieces/m3,Low,18.1069,-36.717,2014-12-04,0.45
3553,Atlantic Ocean,0.003,pieces/m3,Low,19.0239,-41.998,2014-12-04,0.45
3554,Atlantic Ocean,0.092,pieces/m3,Medium,19.0167,-38.445,2014-12-04,0.45
3555,Atlantic Ocean,0.139,pieces/m3,Medium,17.8167,-42.5333,2014-12-04,0.45
3556,Atlantic Ocean,0.002,pieces/m3,Low,18.53,-41.32,2014-12-04,0.45
3557,Atlantic Ocean,0.0,pieces/m3,Very Low,18.5344,-42.8958,2014-12-04,0.45
3558,Atlantic Ocean,0.012,pieces/m3,Medium,17.6033,-39.82,2014-12-04,0.45
3559,Atlantic Ocean,0.006,pieces/m3,Medium,17.8017,-38.19,2014-12-04,0.45
3560,Atlantic Ocean,0.022,pieces/m3,Medium,18.3043,-45.5097,2014-12-04,0.45
3561,Atlantic Ocean,0.006,pieces/m3,Medium,18.7047,-44.6136,2014-12-04,0.45
3562,Atlantic Ocean,0.012,pieces/m3,Medium,19.0,-43.95,2014-12-04,0.45
3563,Atlantic Ocean,0.002,pieces/m3,Low,19.0881,-43.6777,2014-12-04,0.45
3564,Atlantic Ocean,0.023,pieces/m3,Medium,19.153,-43.0965,2014-12-04,0.45
3565,Atlantic Ocean,0.002,pieces/m3,Low,17.785,-44.9026,2014-12-04,0.45
3566,Atlantic Ocean,0.006,pieces/m3,Medium,18.1251,-46.2131,2014-12-04,0.45
3567,Atlantic Ocean,0.007,pieces/m3,Medium,18.3,-48.1,2014-12-04,0.45
3568,Atlantic Ocean,0.006,pieces/m3,Medium,17.1209,-46.4369,2014-12-04,0.45
3569,Atlantic Ocean,0.006,pieces/m3,Medium,17.7667,-47.1333,2014-12-04,0.45
3570,Atlantic Ocean,0.003,pieces/m3,Low,18.6108,-48.1852,2014-12-04,0.45
3571,Atlantic Ocean,0.009,pieces/m3,Medium,17.5129,-48.5499,2014-12-04,0.45
3572,Atlantic Ocean,0.004,pieces/m3,Low,17.628,-48.3448,2014-12-04,0.45
3573,Atlantic Ocean,0.02,pieces/m3,Medium,14.1103,-59.2806,2014-12-04,0.45
3574,Atlantic Ocean,0.002,pieces/m3,Low,14.1833,-60.0167,2014-12-04,0.45
3575,Atlantic Ocean,0.005,pieces/m3,Medium,14.1246,-60.8374,2014-12-04,0.45
3576,Atlantic Ocean,0.035,pieces/m3,Medium,16.8667,-48.25,2014-12-04,0.45
3577,Atlantic Ocean,0.006,pieces/m3,Medium,15.59,-50.18,2014-12-04,0.45
3578,Atlantic Ocean,0.005,pieces/m3,Medium,15.1186,-43.8898,2014-12-04,0.45
3579,Atlantic Ocean,0.051,pieces/m3,Medium,16.3191,-35.8907,2014-12-04,0.45
3580,Atlantic Ocean,0.178,pieces/m3,Medium,16.5,-38.2522,2014-12-04,0.45
3581,Atlantic Ocean,0.002,pieces/m3,Low,15.7117,-37.3467,2014-12-04,0.45
3582,Atlantic Ocean,0.0,pieces/m3,Very Low,17.0406,-44.9088,2014-12-04,0.45
3583,Atlantic Ocean,0.003,pieces/m3,Low,15.4182,-41.2341,2014-12-04,0.45
3584,Atlantic Ocean,0.001,pieces/m3,Low,36.8867,10.3303,2014-12-05,0.45
3585,Atlantic Ocean,0.01,pieces/m3,Medium,36.2787,-4.8408,2014-12-05,0.45
3586,Atlantic Ocean,0.014,pieces/m3,Medium,35.9477,-5.3356,2014-12-05,0.45
3587,Atlantic Ocean,0.012,pieces/m3,Medium,35.9433,-6.1325,2014-12-05,0.45
3588,Atlantic Ocean,0.004,pieces/m3,Low,35.9716,-5.5907,2014-12-05,0.45
3589,Atlantic Ocean,0.016,pieces/m3,Medium,18.0665,-35.9566,2014-12-05,0.45
3590,Atlantic Ocean,0.008,pieces/m3,Medium,19.55,-45.24,2014-12-05,0.45
3591,Atlantic Ocean,0.004,pieces/m3,Low,18.9333,-41.5167,2014-12-05,0.45
3592,Atlantic Ocean,0.04,pieces/m3,Medium,18.2,-42.4333,2014-12-05,0.45
3593,Atlantic Ocean,0.015,pieces/m3,Medium,17.905,-41.2835,2014-12-05,0.45
3594,Atlantic Ocean,0.01,pieces/m3,Medium,18.3227,-42.2815,2014-12-05,0.45
3595,Atlantic Ocean,0.003,pieces/m3,Low,18.5833,-42.2167,2014-12-05,0.45
3596,Atlantic Ocean,0.0,pieces/m3,Very Low,17.6506,-40.1068,2014-12-05,0.45
3597,Atlantic Ocean,0.016,pieces/m3,Medium,17.3148,-45.4998,2014-12-05,0.45
3598,Atlantic Ocean,0.031,pieces/m3,Medium,17.3802,-46.6763,2014-12-05,0.45
3599,Atlantic Ocean,0.018,pieces/m3,Medium,17.5498,-47.654,2014-12-05,0.45
3600,Atlantic Ocean,0.003,pieces/m3,Low,17.5267,-48.3533,2014-12-05,0.45
3601,Atlantic Ocean,0.008,pieces/m3,Medium,14.55,-53.53,2014-12-05,0.45
3602,Atlantic Ocean,0.018,pieces/m3,Medium,16.46,-46.59,2014-12-05,0.45
3603,Atlantic Ocean,0.005,pieces/m3,Medium,15.7974,-52.1839,2014-12-05,0.45
3604,Atlantic Ocean,0.0,pieces/m3,Very Low,15.4108,-53.8372,2014-12-05,0.45
3605,Atlantic Ocean,0.048,pieces/m3,Medium,15.1817,-54.0217,2014-12-05,0.45
3606,Atlantic Ocean,0.001,pieces/m3,Low,15.1563,-41.091,2014-12-05,0.45
3607,Atlantic Ocean,1.294657,pieces/m3,High,32.0592,34.7483,2014-12-06,0.1
3608,Atlantic Ocean,5.214259,pieces/m3,High,32.152,34.7832,2014-12-06,0.1
3609,Atlantic Ocean,7.468237,pieces/m3,High,31.8705,34.6625,2014-12-06,0.1
3610,Atlantic Ocean,1.386821,pieces/m3,High,31.626,34.5043,2014-12-06,0.1
3611,Atlantic Ocean,4.020021,pieces/m3,High,31.7467,34.593,2014-12-06,0.1
3612,Atlantic Ocean,0.019,pieces/m3,Medium,17.3595,-36.0518,2014-12-06,0.45
3613,Atlantic Ocean,0.006,pieces/m3,Medium,19.38,-40.5,2014-12-06,0.45
3614,Atlantic Ocean,0.049,pieces/m3,Medium,18.2258,-45.857,2014-12-06,0.45
3615,Atlantic Ocean,0.009,pieces/m3,Medium,17.0717,-53.8258,2014-12-06,0.45
3616,Atlantic Ocean,0.005,pieces/m3,Medium,15.6716,-48.4532,2014-12-06,0.45
3617,Atlantic Ocean,0.003,pieces/m3,Low,15.85,-53.6667,2014-12-06,0.45
3618,Atlantic Ocean,0.004,pieces/m3,Low,16.1198,-53.8882,2014-12-06,0.45
3619,Atlantic Ocean,0.005,pieces/m3,Medium,15.9407,-55.8,2014-12-06,0.45
3620,Atlantic Ocean,0.012,pieces/m3,Medium,15.4,-56.4333,2014-12-06,0.45
3621,Atlantic Ocean,0.021,pieces/m3,Medium,15.85,-35.6,2014-12-06,0.45
3622,Atlantic Ocean,0.004,pieces/m3,Low,16.4902,-42.6975,2014-12-06,0.45
3623,Atlantic Ocean,0.037,pieces/m3,Medium,16.5967,-43.5367,2014-12-06,0.45
3624,Atlantic Ocean,1.139767,pieces/m3,High,33.074,35.1017,2014-12-07,0.1
3625,Atlantic Ocean,3.959362,pieces/m3,High,32.9033,35.071,2014-12-07,0.1
3626,Atlantic Ocean,0.338855,pieces/m3,Medium,32.8237,35.035,2014-12-07,0.1
3627,Atlantic Ocean,0.242277,pieces/m3,Medium,32.584,34.9055,2014-12-07,0.1
3628,Atlantic Ocean,2.017974,pieces/m3,High,32.2797,34.825,2014-12-07,0.1
3629,Atlantic Ocean,0.039,pieces/m3,Medium,18.917,-39.8,2014-12-07,0.45
3630,Atlantic Ocean,0.004,pieces/m3,Low,18.1452,-43.9944,2014-12-07,0.45
3631,Atlantic Ocean,0.005,pieces/m3,Medium,17.6863,-51.7616,2014-12-07,0.45
3632,Atlantic Ocean,0.004,pieces/m3,Low,18.2261,-57.0836,2014-12-07,0.45
3633,Atlantic Ocean,0.001,pieces/m3,Low,13.8556,-59.9185,2014-12-07,0.45
3634,Atlantic Ocean,0.09,pieces/m3,Medium,14.235,-60.505,2014-12-07,0.45
3635,Atlantic Ocean,0.005,pieces/m3,Medium,14.7333,-50.45,2014-12-07,0.45
3636,Atlantic Ocean,0.01,pieces/m3,Medium,14.1018,-48.7417,2014-12-07,0.45
3637,Atlantic Ocean,0.036,pieces/m3,Medium,15.0333,-55.6667,2014-12-07,0.45
3638,Atlantic Ocean,0.009,pieces/m3,Medium,13.6363,-55.4698,2014-12-07,0.45
3639,Atlantic Ocean,0.003,pieces/m3,Low,14.2614,-54.2809,2014-12-07,0.45
3640,Atlantic Ocean,0.002,pieces/m3,Low,15.0556,-57.5334,2014-12-07,0.45
3641,Atlantic Ocean,0.009,pieces/m3,Medium,14.9701,-57.9854,2014-12-07,0.45
3642,Atlantic Ocean,0.014,pieces/m3,Medium,14.2224,-57.9561,2014-12-07,0.45
3643,Atlantic Ocean,0.0,pieces/m3,Very Low,16.55,-49.12,2014-12-07,0.45
3644,Atlantic Ocean,0.171,pieces/m3,Medium,16.01,-45.6,2014-12-07,0.45
3645,Atlantic Ocean,0.003,pieces/m3,Low,15.315,-46.6817,2014-12-07,0.45
3646,Atlantic Ocean,0.002,pieces/m3,Low,15.9488,-52.5159,2014-12-07,0.45
3647,Atlantic Ocean,0.004,pieces/m3,Low,16.4672,-53.672,2014-12-07,0.45
3648,Atlantic Ocean,0.003,pieces/m3,Low,16.5333,-51.6833,2014-12-07,0.45
3649,Atlantic Ocean,0.003,pieces/m3,Low,16.7414,-49.8658,2014-12-07,0.45
3650,Atlantic Ocean,0.011,pieces/m3,Medium,15.8,-51.1,2014-12-07,0.45
3651,Atlantic Ocean,0.0,pieces/m3,Very Low,15.6498,-51.0078,2014-12-07,0.45
3652,Atlantic Ocean,0.001,pieces/m3,Low,15.2249,-52.1133,2014-12-07,0.45
3653,Atlantic Ocean,0.084,pieces/m3,Medium,15.4558,-55.3668,2014-12-07,0.45
3654,Atlantic Ocean,0.025,pieces/m3,Medium,15.4657,-54.9102,2014-12-07,0.45
3655,Atlantic Ocean,0.006,pieces/m3,Medium,15.9533,-56.3133,2014-12-07,0.45
3656,Atlantic Ocean,0.002,pieces/m3,Low,13.7395,-44.58,2014-12-07,0.45
3657,Atlantic Ocean,0.055,pieces/m3,Medium,15.3523,-44.7813,2014-12-07,0.45
3658,Atlantic Ocean,0.001,pieces/m3,Low,15.7515,-45.3803,2014-12-07,0.45
3659,Atlantic Ocean,0.059,pieces/m3,Medium,15.6622,-43.7925,2014-12-07,0.45
3660,Atlantic Ocean,0.003,pieces/m3,Low,18.7387,-51.42,2014-12-08,0.45
3661,Atlantic Ocean,0.017,pieces/m3,Medium,14.55,-59.0,2014-12-08,0.45
3662,Atlantic Ocean,0.004,pieces/m3,Low,13.9238,-59.2152,2014-12-08,0.45
3663,Atlantic Ocean,0.005,pieces/m3,Medium,15.1767,-53.2772,2014-12-08,0.45
3664,Atlantic Ocean,0.001,pieces/m3,Low,14.0907,-52.5901,2014-12-08,0.45
3665,Atlantic Ocean,0.002,pieces/m3,Low,14.7917,-55.6639,2014-12-08,0.45
3666,Atlantic Ocean,0.004,pieces/m3,Low,16.9167,-49.2833,2014-12-08,0.45
3667,Atlantic Ocean,0.088,pieces/m3,Medium,16.0667,-48.4,2014-12-08,0.45
3668,Atlantic Ocean,0.012,pieces/m3,Medium,16.412,-47.8163,2014-12-08,0.45
3669,Atlantic Ocean,0.008,pieces/m3,Medium,15.5717,-47.4847,2014-12-08,0.45
3670,Atlantic Ocean,0.001,pieces/m3,Low,16.1713,-51.6602,2014-12-08,0.45
3671,Atlantic Ocean,0.004,pieces/m3,Low,15.3485,-49.6415,2014-12-08,0.45
3672,Atlantic Ocean,0.004,pieces/m3,Low,15.185,-53.7267,2014-12-08,0.45
3673,Atlantic Ocean,0.038,pieces/m3,Medium,15.2898,-54.2092,2014-12-08,0.45
3674,Atlantic Ocean,0.029,pieces/m3,Medium,15.6301,-40.5468,2014-12-08,0.45
3675,Atlantic Ocean,0.007,pieces/m3,Medium,18.1284,-62.3021,2014-12-09,0.45
3676,Atlantic Ocean,0.0,pieces/m3,Very Low,22.67,-64.81,2014-12-09,0.45
3677,Atlantic Ocean,0.003,pieces/m3,Low,33.0586,-16.3226,2014-12-09,0.45
3678,Atlantic Ocean,0.017,pieces/m3,Medium,14.5734,-58.9478,2014-12-09,0.45
3679,Atlantic Ocean,0.0,pieces/m3,Very Low,14.1383,-58.9683,2014-12-09,0.45
3680,Atlantic Ocean,0.008,pieces/m3,Medium,14.3305,-60.4413,2014-12-09,0.45
3681,Atlantic Ocean,0.021,pieces/m3,Medium,15.045,-51.3683,2014-12-09,0.45
3682,Atlantic Ocean,0.001,pieces/m3,Low,14.9766,-50.5562,2014-12-09,0.45
3683,Atlantic Ocean,0.004,pieces/m3,Low,14.1598,-51.9606,2014-12-09,0.45
3684,Atlantic Ocean,0.013,pieces/m3,Medium,14.7682,-55.9858,2014-12-09,0.45
3685,Atlantic Ocean,0.003,pieces/m3,Low,14.3432,-56.3115,2014-12-09,0.45
3686,Atlantic Ocean,0.0,pieces/m3,Very Low,14.5,-54.8167,2014-12-09,0.45
3687,Atlantic Ocean,0.007,pieces/m3,Medium,16.1167,-52.3,2014-12-09,0.45
3688,Atlantic Ocean,0.013,pieces/m3,Medium,16.26,-55.52,2014-12-09,0.45
3689,Atlantic Ocean,0.02,pieces/m3,Medium,15.7363,-54.4143,2014-12-09,0.45
3690,Atlantic Ocean,0.011,pieces/m3,Medium,14.4667,-42.8333,2014-12-09,0.45
3691,Atlantic Ocean,0.005,pieces/m3,Medium,18.0351,-63.1007,2014-12-10,0.45
3692,Atlantic Ocean,0.01,pieces/m3,Medium,14.7201,-58.9304,2014-12-10,0.45
3693,Atlantic Ocean,0.023,pieces/m3,Medium,14.3023,-58.7245,2014-12-10,0.45
3694,Atlantic Ocean,0.002,pieces/m3,Low,14.0467,-58.84,2014-12-10,0.45
3695,Atlantic Ocean,0.004,pieces/m3,Low,14.4717,-59.5403,2014-12-10,0.45
3696,Atlantic Ocean,0.071,pieces/m3,Medium,15.0807,-51.268,2014-12-10,0.45
3697,Atlantic Ocean,0.006,pieces/m3,Medium,15.1357,-50.8097,2014-12-10,0.45
3698,Atlantic Ocean,0.071,pieces/m3,Medium,14.5411,-51.9311,2014-12-10,0.45
3699,Atlantic Ocean,0.0,pieces/m3,Very Low,14.8316,-53.3756,2014-12-10,0.45
3700,Atlantic Ocean,0.068,pieces/m3,Medium,15.0196,-51.8667,2014-12-10,0.45
3701,Atlantic Ocean,0.004,pieces/m3,Low,14.3867,-53.965,2014-12-10,0.45
3702,Atlantic Ocean,0.002,pieces/m3,Low,14.1809,-55.9548,2014-12-10,0.45
3703,Atlantic Ocean,0.018,pieces/m3,Medium,14.4813,-58.0162,2014-12-10,0.45
3704,Atlantic Ocean,0.034,pieces/m3,Medium,14.6786,-57.2832,2014-12-10,0.45
3705,Atlantic Ocean,0.007,pieces/m3,Medium,14.3367,-57.6733,2014-12-10,0.45
3706,Atlantic Ocean,0.046,pieces/m3,Medium,15.5017,-52.535,2014-12-10,0.45
3707,Atlantic Ocean,0.03,pieces/m3,Medium,15.5263,-56.18,2014-12-10,0.45
3708,Atlantic Ocean,0.025,pieces/m3,Medium,15.3929,-57.7041,2014-12-10,0.45
3709,Atlantic Ocean,0.004,pieces/m3,Low,15.23,-56.21,2014-12-10,0.45
3710,Atlantic Ocean,0.013,pieces/m3,Medium,19.22,-60.14,2014-12-11,0.45
3711,Atlantic Ocean,0.009,pieces/m3,Medium,33.0612,-16.3139,2014-12-11,0.45
3712,Atlantic Ocean,0.014,pieces/m3,Medium,14.3441,-58.6255,2014-12-11,0.45
3713,Atlantic Ocean,0.024,pieces/m3,Medium,14.4934,-59.5731,2014-12-11,0.45
3714,Atlantic Ocean,0.03,pieces/m3,Medium,14.5213,-59.6273,2014-12-11,0.45
3715,Atlantic Ocean,0.005,pieces/m3,Medium,14.2518,-60.4931,2014-12-11,0.45
3716,Atlantic Ocean,0.015,pieces/m3,Medium,15.0737,-58.8173,2014-12-11,0.45
3717,Atlantic Ocean,0.007,pieces/m3,Medium,15.0783,-58.6444,2014-12-11,0.45
3718,Atlantic Ocean,0.001,pieces/m3,Low,14.8527,-60.5023,2014-12-11,0.45
3719,Atlantic Ocean,0.004,pieces/m3,Low,14.8983,-54.59,2014-12-11,0.45
3720,Atlantic Ocean,0.03,pieces/m3,Medium,14.5453,-56.4675,2014-12-11,0.45
3721,Atlantic Ocean,0.001,pieces/m3,Low,14.9667,-56.9667,2014-12-11,0.45
3722,Atlantic Ocean,0.02,pieces/m3,Medium,14.6989,-57.3508,2014-12-11,0.45
3723,Atlantic Ocean,0.004,pieces/m3,Low,13.4679,-57.3867,2014-12-11,0.45
3724,Atlantic Ocean,0.004,pieces/m3,Low,15.6537,-49.543,2014-12-11,0.45
3725,Atlantic Ocean,0.01,pieces/m3,Medium,15.8642,-53.9813,2014-12-11,0.45
3726,Atlantic Ocean,0.123,pieces/m3,Medium,14.6133,-58.76,2014-12-12,0.45
3727,Atlantic Ocean,0.0,pieces/m3,Very Low,14.1281,-60.7911,2014-12-12,0.45
3728,Atlantic Ocean,0.013,pieces/m3,Medium,14.0333,-50.6333,2014-12-12,0.45
3729,Atlantic Ocean,0.044,pieces/m3,Medium,15.2118,-49.8204,2014-12-12,0.45
3730,Atlantic Ocean,0.016,pieces/m3,Medium,14.3437,-59.3388,2014-12-13,0.45
3731,Atlantic Ocean,0.0,pieces/m3,Very Low,15.1785,-53.7555,2014-12-13,0.45
3732,Atlantic Ocean,0.001,pieces/m3,Low,15.0837,-53.0038,2014-12-14,0.45
3733,Atlantic Ocean,0.002,pieces/m3,Low,14.8238,-18.112,2014-12-14,0.45
3734,Atlantic Ocean,0.012,pieces/m3,Medium,14.0,-59.0,2014-12-15,0.45
3735,Atlantic Ocean,0.0,pieces/m3,Very Low,18.3,-64.73,2014-12-22,0.45
3736,Atlantic Ocean,0.0,pieces/m3,Very Low,37.3447,9.7411,2014-12-26,0.45
3737,Atlantic Ocean,0.0,pieces/m3,Very Low,17.93,-62.87,2015-01-16,0.45
3738,Atlantic Ocean,0.047,pieces/m3,Medium,24.2975,-17.5836,2015-01-19,0.45
3739,Atlantic Ocean,0.002,pieces/m3,Low,18.0,-63.0,2015-01-21,0.45
3740,Atlantic Ocean,0.017,pieces/m3,Medium,17.0463,-29.3447,2015-01-23,0.45
3741,Atlantic Ocean,0.0,pieces/m3,Very Low,18.46,-65.02,2015-01-27,0.45
3742,Atlantic Ocean,0.009,pieces/m3,Medium,16.8575,-25.3017,2015-01-27,0.45
3743,Atlantic Ocean,0.003,pieces/m3,Low,16.9997,-38.7717,2015-01-27,0.45
3744,Atlantic Ocean,0.009,pieces/m3,Medium,17.9167,-45.4167,2015-01-30,0.45
3745,Atlantic Ocean,9.212254,pieces/m3,High,32.0592,34.7483,2015-01-31,0.1
3746,Atlantic Ocean,6.463878,pieces/m3,High,32.152,34.7832,2015-01-31,0.1
3747,Atlantic Ocean,2.462656,pieces/m3,High,31.8705,34.6625,2015-01-31,0.1
3748,Atlantic Ocean,29.42,pieces/m3,Very High,31.7467,34.593,2015-01-31,0.1
3749,Atlantic Ocean,4.676409,pieces/m3,High,31.7495,34.5525,2015-01-31,0.1
3750,Atlantic Ocean,0.011,pieces/m3,Medium,17.1,-47.55,2015-01-31,0.45
3751,Atlantic Ocean,13.115789,pieces/m3,Very High,33.074,35.1017,2015-02-01,0.1
3752,Atlantic Ocean,2.226956,pieces/m3,High,32.9033,35.071,2015-02-01,0.1
3753,Atlantic Ocean,0.977288,pieces/m3,Medium,32.8237,35.035,2015-02-01,0.1
3754,Atlantic Ocean,4.17,pieces/m3,High,32.584,34.9055,2015-02-01,0.1
3755,Atlantic Ocean,2.456354,pieces/m3,High,32.2797,34.825,2015-02-01,0.1
3756,Atlantic Ocean,0.017,pieces/m3,Medium,16.8667,-49.25,2015-02-01,0.45
3757,Atlantic Ocean,0.0,pieces/m3,Very Low,11.4006,-38.5222,2015-02-02,0.45
3758,Atlantic Ocean,0.062,pieces/m3,Medium,16.0667,-52.3833,2015-02-03,0.45
3759,Atlantic Ocean,0.005,pieces/m3,Medium,12.3861,-53.0978,2015-02-09,0.45
3760,Atlantic Ocean,0.011,pieces/m3,Medium,11.2386,-59.6078,2015-02-13,0.45
3761,Atlantic Ocean,0.005,pieces/m3,Medium,18.4889,-64.45,2015-02-24,0.45
3762,Atlantic Ocean,0.001,pieces/m3,Low,18.7167,-64.2833,2015-02-26,0.45
3763,Atlantic Ocean,0.036,pieces/m3,Medium,28.7401,-13.8608,2015-02-27,0.45
3764,Atlantic Ocean,0.02,pieces/m3,Medium,28.3556,-13.8777,2015-02-27,0.45
3765,Atlantic Ocean,0.033,pieces/m3,Medium,28.5446,-14.0644,2015-02-27,0.45
3766,Atlantic Ocean,0.017,pieces/m3,Medium,28.7118,-14.0116,2015-02-27,0.45
3767,Atlantic Ocean,0.008,pieces/m3,Medium,28.6895,-14.0139,2015-02-28,0.45
3768,Atlantic Ocean,0.001,pieces/m3,Low,13.5857,-16.6107,2015-03-14,0.45
3769,Atlantic Ocean,0.283,pieces/m3,Medium,37.56,-0.8617,2015-03-16,0.0
3770,Atlantic Ocean,0.318,pieces/m3,Medium,37.56,-0.8617,2015-03-16,0.0
3771,Atlantic Ocean,0.189,pieces/m3,Medium,37.56,-0.8617,2015-03-16,0.0
3772,Atlantic Ocean,0.303,pieces/m3,Medium,37.455,-0.8767,2015-03-16,0.0
3773,Atlantic Ocean,0.573,pieces/m3,Medium,37.455,-0.8767,2015-03-16,0.0
3774,Atlantic Ocean,0.435,pieces/m3,Medium,37.455,-0.8767,2015-03-16,0.0
3775,Atlantic Ocean,0.345,pieces/m3,Medium,37.5083,-0.8783,2015-03-17,0.0
3776,Atlantic Ocean,0.216,pieces/m3,Medium,37.3417,-0.9617,2015-03-17,0.0
3777,Atlantic Ocean,0.149,pieces/m3,Medium,37.3417,-0.9617,2015-03-17,0.0
3778,Atlantic Ocean,0.174,pieces/m3,Medium,37.5083,-0.8783,2015-03-17,0.0
3779,Atlantic Ocean,0.21,pieces/m3,Medium,37.5083,-0.8783,2015-03-17,0.0
3780,Atlantic Ocean,0.094,pieces/m3,Medium,37.3417,-0.9617,2015-03-17,0.0
3781,Atlantic Ocean,0.164,pieces/m3,Medium,36.6567,-2.6983,2015-03-23,0.0
3782,Atlantic Ocean,0.535,pieces/m3,Medium,36.5633,-2.6783,2015-03-23,0.0
3783,Atlantic Ocean,0.24,pieces/m3,Medium,36.6,-2.68,2015-03-23,0.0
3784,Atlantic Ocean,0.004,pieces/m3,Low,-47.0032,-56.422,2015-04-05,0.45
3785,Atlantic Ocean,0.013,pieces/m3,Medium,-44.9322,-57.1367,2015-04-07,0.45
3786,Atlantic Ocean,0.005,pieces/m3,Medium,-43.251,-57.864,2015-04-08,0.45
3787,Atlantic Ocean,0.02,pieces/m3,Medium,-40.7843,-56.8301,2015-04-09,0.45
3788,Atlantic Ocean,0.009,pieces/m3,Medium,-37.7411,-56.5299,2015-04-10,0.45
3789,Atlantic Ocean,0.01,pieces/m3,Medium,-35.9813,-56.7702,2015-04-11,0.45
3790,Atlantic Ocean,0.01,pieces/m3,Medium,9.8155,-20.3622,2015-04-15,0.45
3791,Atlantic Ocean,0.266667,pieces/m3,Medium,39.855,19.341,2015-04-22,0.0
3792,Atlantic Ocean,0.096667,pieces/m3,Medium,39.84,19.28,2015-04-22,0.0
3793,Atlantic Ocean,0.456667,pieces/m3,Medium,39.849,19.291,2015-04-22,0.0
3794,Atlantic Ocean,0.43,pieces/m3,Medium,39.86,19.313,2015-04-22,0.0
3795,Atlantic Ocean,0.346667,pieces/m3,Medium,39.644,19.985,2015-04-24,0.0
3796,Atlantic Ocean,0.273333,pieces/m3,Medium,39.63,19.951,2015-04-24,0.0
3797,Atlantic Ocean,3.036667,pieces/m3,High,39.651,20.032,2015-04-24,0.0
3798,Atlantic Ocean,0.34,pieces/m3,Medium,39.484,20.119,2015-04-24,0.0
3799,Atlantic Ocean,0.663333,pieces/m3,Medium,39.487,20.079,2015-04-24,0.0
3800,Atlantic Ocean,0.005,pieces/m3,Medium,-10.933,-34.9287,2015-04-24,0.45
3802,Atlantic Ocean,0.576667,pieces/m3,Medium,39.286,19.847,2015-04-25,0.0
3803,Atlantic Ocean,0.716667,pieces/m3,Medium,39.26,19.771,2015-04-25,0.0
3804,Atlantic Ocean,0.896667,pieces/m3,Medium,39.26,19.748,2015-04-25,0.0
3805,Atlantic Ocean,1.216667,pieces/m3,High,39.26,19.792,2015-04-25,0.0
3806,Atlantic Ocean,1.67,pieces/m3,High,39.263,19.823,2015-04-25,0.0
3807,Atlantic Ocean,0.91,pieces/m3,Medium,39.465,20.177,2015-04-26,0.0
3808,Atlantic Ocean,0.109,pieces/m3,Medium,22.0667,-64.4834,2015-05-05,0.45
3809,Atlantic Ocean,0.034,pieces/m3,Medium,24.4336,-64.2781,2015-05-05,0.45
3810,Atlantic Ocean,5.801724,pieces/m3,High,32.0592,34.7483,2015-05-06,0.1
3811,Atlantic Ocean,3.163192,pieces/m3,High,31.8705,34.6625,2015-05-06,0.1
3812,Atlantic Ocean,25.485357,pieces/m3,Very High,31.7495,34.5525,2015-05-06,0.1
3813,Atlantic Ocean,10.223308,pieces/m3,Very High,31.7467,34.593,2015-05-06,0.1
3814,Atlantic Ocean,0.04,pieces/m3,Medium,26.55,-16.2,2015-05-06,0.45
3815,Atlantic Ocean,0.021,pieces/m3,Medium,30.4502,-64.2169,2015-05-07,0.45
